id,code,title,definition,synonyms,inclusions,exclusions
http://id.who.int/icd/entity/357187319,,Foodborne Vibrio parahaemolyticus intoxication,"Foodborne Vibrio parahaemolyticus intoxication is gastroenteritis caused by attaching V. parahaemolyticus to an individuals' small intestine and excreting an as yet unidentified toxin. The incubation period is a mean of 15 hours after the ingestion of the organism. The symptoms with usually mild or moderate include diarrhoea, abdominal cramps, nausea, vomiting, headache, fever, and chills.",,,
http://id.who.int/icd/entity/830895072,,Infections due to Vibrio vulnificus,,,,
http://id.who.int/icd/entity/1561949126,,Intestinal infections due to Salmonella,Any condition caused by an infection with the gram-negative bacteria genus Salmonella.,,,
http://id.who.int/icd/entity/1528414070,,Typhoid fever,"A condition caused by an infection with the gram-negative bacteria Salmonella typhi. This condition is characterised by an acute sustained fever. This condition may present with weakness, stomach pains, headache, loss of appetite, or flat, rose-coloured spots. Transmission is by the faecal-oral route from the ingestion of contaminated food or water. Confirmation is by identification of Salmonella typhi in a faecal or blood sample.",; ; ; ; ; ; ; ; ,,
http://id.who.int/icd/entity/2033800177,,Post typhoid abscess,,,,
http://id.who.int/icd/entity/666763630,,Typhoid ulcer,,,,
http://id.who.int/icd/entity/55117941,,Typhoid arthritis,,,,
http://id.who.int/icd/entity/367810165,,Typhoid fever with heart involvement,"This is a common worldwide bacterial disease, transmitted by the ingestion of food or water contaminated with the faeces of an infected person, which contain the bacterium Salmonella typhi, serotype Typhi. This diagnosis is with heart involvement.",,,
http://id.who.int/icd/entity/425206566,,Typhoid endocarditis,,,,
http://id.who.int/icd/entity/1405318207,,Typhoid myocarditis,,,,
http://id.who.int/icd/entity/1890032609,,Typhoid pneumonia,,,,
http://id.who.int/icd/entity/1711457761,,Typhoid osteomyelitis,,,,
http://id.who.int/icd/entity/1631651468,,Typhoid meningitis,,,,
http://id.who.int/icd/entity/866256108,,Typhogastric fever,,,,
http://id.who.int/icd/entity/1758228980,,Typhoid enteritis,"This refers to inflammation of the small intestine due to infection with bacteria, Salmonella typhi.",; ; ,,
http://id.who.int/icd/entity/870337546,,Typhoid bowel ulcer,,,,
http://id.who.int/icd/entity/587904348,,Typhoid colitis,"This refers to inflammation of the large intestine due to infection of bacteria, Salmonella typhi.",,,
http://id.who.int/icd/entity/364534567,,Typhoid peritonitis,,,,
http://id.who.int/icd/entity/1780040028,,Paratyphoid fever,"A condition caused by an infection with the gram-negative bacteria Salmonella paratyphi. This condition is characterised by an acute sustained fever. The individual may feel weak, have stomach pains, headache, loss of appetite, or a rash of flat, rose-coloured spots. Transmission is by ingestion of contaminated food or water. Confirmation is by identification of Salmonella paratyphi in a faecal or blood sample.",,,
http://id.who.int/icd/entity/1045590756,,Paratyphoid fever A,"Paratyphoid fever A is caused by Salmonella enterica serotype paratyphi A (Salmonella paratyphi A) and is similar to typhoid fever. Salmonella paratyphi A is isolated much less frequently than Salmonella typhi. In biochemical testing Salmonella paratyphi A isolates on TSI/KIA (Triple Sugar Iron Agar/Kligler Iron Agar) are usually K/AG (K = alkaline; A = acid; G = gas production) and do not produce H2S (Hydrogen sulfide). Unlike most other Salmonella, Salmonella paratyphi A isolates are lysine-negative and appear yellow on LIA (Lysine iron agar).",; ; ,,
http://id.who.int/icd/entity/1704920593,,Enteritis due to paratyphoid fever A,,,,
http://id.who.int/icd/entity/25782079,,Colitis due to paratyphoid fever A,,,,
http://id.who.int/icd/entity/1258234397,,Paratyphoid fever B,"Paratyphoid fever B is caused by Salmonella enterica serotype paratyphi B (Salmonella paratyphi B). A tartrate fermenting variant, referred to as serovar Paratyphi B var L(+) tartrate +, or variant Java, is associated with routine gastrointestinal disease.",; ; ; ,,
http://id.who.int/icd/entity/416227453,,Enteritis due to paratyphoid fever B,,,,
http://id.who.int/icd/entity/345609254,,Colitis due to paratyphoid fever B,,,,
http://id.who.int/icd/entity/800386953,,Paratyphoid fever C,Paratyphoid fever C is caused by Salmonella enterica serotype paratyphi C (Salmonella paratyphi C) and is similar to typhoid fever. Salmonella paratyphi C (Salmonella hirschfeldii) is isolated much less frequently than Salmonella typhi.,; ; ; ,,
http://id.who.int/icd/entity/1781535490,,Enteritis due to paratyphoid fever C,,,,
http://id.who.int/icd/entity/725907799,,Colitis due to paratyphoid fever C,,,,
http://id.who.int/icd/entity/515117475,,Infections due to other Salmonella,,,,
http://id.who.int/icd/entity/1520312138,,Salmonella enteritis,"This refers to inflammation of the small intestine due to infection with bacteria of the genus Salmonella, a member of the family Enterobacteriaceae. Bacteria of the genus Salmonella are rod-shaped, Gram-negative, non-spore-forming and predominantly motile.",; ; ; ; ; ; ; ; ; ; ,,
http://id.who.int/icd/entity/113855390,,Salmonella arthritis,,,,
http://id.who.int/icd/entity/971069309,,Salmonella meningitis,,,,
http://id.who.int/icd/entity/1410885722,,Salmonella osteomyelitis,,,,
http://id.who.int/icd/entity/748684360,,Renal tubulo-interstitial disorders due to salmonella infection,,,,
http://id.who.int/icd/entity/622539597,,Salmonella pneumonia,,,,
http://id.who.int/icd/entity/1070977756,,Sepsis due to Salmonella infection without mention of septic shock,"A condition caused by an infection with the gram-negative bacteria Salmonella that leads to a severe systemic inflammatory response. This condition commonly presents with fever, tachycardia, and hypotension. Transmission is commonly by ingestion of contaminated food or water. Confirmation is by identification of Salmonella from blood, urine, cerebrospinal fluid, wounds, or respiratory secretions.",; ; ,,
http://id.who.int/icd/entity/114861782,,Sepsis due to Salmonella infection with septic shock,,,,
http://id.who.int/icd/entity/2080365623,,Intestinal infections due to Shigella,"A disease caused by an infection with the gram-negative bacteria genus Shigella. This disease is characterised by an acute onset of small volume diarrhoea, accompanied by fever and nausea. This disease may also present with toxaemia, vomiting, cramps, and tenesmus. Transmission is by ingestion of contaminated food, or direct contact. Confirmation is by identification of Shigella in a faecal sample.",; ; ; ,,
http://id.who.int/icd/entity/1181145033,,Shigellosis due to Shigella dysenteriae,"A condition caused by an infection with the gram-negative bacteria Shigella dysenteriae. This condition is characterised by diarrhoea, fever, or stomach cramps. Transmission is commonly by the faecal-oral route, potentially by ingestion of contaminated foods, or direct contact. Confirmation is by identification of Shigella dysenteriae in a faecal sample.",; ; ; ; ; ; ; ; ; ; ; ; ; ; ,,
http://id.who.int/icd/entity/1088295491,,Enteritis in shigellosis due to Shigella dysenteriae,"This refers to inflammation of the small intestine due to infection of bacteria, Shigella dysenteriae.",; ,; ,
http://id.who.int/icd/entity/371596818,,Colitis in shigellosis due to Shigella dysenteriae,"This refers to inflammation of the large intestine due to infection of bacteria, Shigella dysenteriae.",,,
http://id.who.int/icd/entity/590158429,,Shigellosis due to Shigella flexneri,"A condition caused by an infection with the gram-negative bacteria Shigella flexneri. This condition is characterised by diarrhoea, fever, or stomach cramps. Transmission is commonly by the faecal-oral route, possibly by ingestion of contaminated foods, or direct contact. Confirmation is by identification of Shigella flexneri in a faecal sample.",; ; ; ; ; ; ; ; ,,
http://id.who.int/icd/entity/79738335,,Enteritis in shigellosis due to Shigella flexneri,"This refers to inflammation of the small intestine due to infection of bacteria, Shigella flexneri.",,,
http://id.who.int/icd/entity/565526380,,Colitis in shigellosis due to Shigella flexneri,"This refers to inflammation of the large intestine due to infection of bacteria, Shigella flexneri.",,,
http://id.who.int/icd/entity/1468025508,,Shigellosis due to Shigella boydii,"A condition caused by an infection with the gram-negative bacteria Shigella boydii. This condition is characterised by diarrhoea, fever, or stomach cramps. Transmission is commonly by the faecal-oral route, possibly by ingestion of contaminated foods or direct contact. Confirmation is by identification of Shigella boydii in a faecal sample.",; ; ; ; ; ,,
http://id.who.int/icd/entity/2097835090,,Enteritis in shigellosis due to Shigella boydii,"This refers to inflammation of the small intestine due to infection of bacteria, Shigella boydii.",,,
http://id.who.int/icd/entity/980970745,,Colitis in shigellosis due to Shigella boydii,"This refers to inflammation of the large intestine due to infection of bacteria, Shigella boydii.",,,
http://id.who.int/icd/entity/852199222,,Shigellosis due to Shigella sonnei,"A condition caused by an infection with the gram-negative bacteria Shigella sonnei. This condition is characterised by diarrhoea, fever, or stomach cramps. Transmission is commonly by the faecal-oral route, possibly by ingestion of contaminated foods, or direct contact. Confirmation is by identification of Shigella sonnei in a faecal sample.",; ; ; ; ; ,,
http://id.who.int/icd/entity/1884887987,,Enteritis in shigellosis due to Shigella sonnei,"This refers to inflammation of the small intestine due to infection of bacteria, Shigella sonnei.",,,
http://id.who.int/icd/entity/141670656,,Colitis in shigellosis due to Shigella sonnei,"This refers to inflammation of the large intestine due to infection of bacteria, Shigella sonnei.",,,
http://id.who.int/icd/entity/704377697,,Bacterial colitis due to Shigella,"This refers to inflammation of the large intestine due to infection of the genus Shigella, a genus of Gram-negative, non-spore forming, non-motile, rod-shaped bacteria closely related to Salmonella, which includes some species that cause dysentery.",,,
http://id.who.int/icd/entity/1955742846,,Bacterial enteritis due to Shigella,"This refers to inflammation of the small intestine due to infection of the genus Shigella, a genus of Gram-negative, non-spore forming, non-motile, rod-shaped bacteria closely related to Salmonella. which includes some species that cause dysentery.",,,
http://id.who.int/icd/entity/793651617,,Sepsis due to shigella without mention of septic shock,,,,
http://id.who.int/icd/entity/458723679,,Sepsis due to shigella with septic shock,,,,
http://id.who.int/icd/entity/344162786,,Intestinal infections due to Escherichia coli,"Any condition of the gastrointestinal system, caused by an infection with the gram-negative bacteria Escherichia coli.",,,
http://id.who.int/icd/entity/2099226249,,Enteropathogenic Escherichia coli infection,"An infection of the gastrointestinal system, caused by the gram-negative bacteria Escherichia coli. It is characterised by acute, profuse, watery diarrhoea. Transmission is by the faecal-oral route from contaminated food, water, or fomites. Confirmation is by identification of enteropathogenic Escherichia coli (EPEC) in a faecal sample.",,,
http://id.who.int/icd/entity/1316031944,,Enteritis in enteropathogenic Escherichia coli infection,"This refers to inflammation of the small intestine due to infection of bacteria, enteropathogenic Escherichia coli (EPEC), strains of E. coli, which cause enteritis by close association with enteric cells. This is an important cause of traveller's diarrhoea.",,,
http://id.who.int/icd/entity/461412451,,Colitis in enteropathogenic Escherichia coli infection,"This refers to inflammation of the large intestine due to infection of bacteria, enteropathogenic Escherichia coli (EPEC), strains of E. coli, which cause enteritis by close association with colonic cells. This is an important cause of traveller's diarrhoea.",,,
http://id.who.int/icd/entity/408185629,,Enterotoxigenic Escherichia coli infection,"A condition of the gastrointestinal system, caused by an infection with the gram-negative bacteria Escherichia coli. This condition is characterised by acute, watery diarrhoea due to toxins released from the bacteria. Transmission is by the faecal-oral route from ingestion of contaminated food, water, or fomites. Confirmation is by identification of enterotoxigenic Escherichia coli (ETEC) in faecal sample.",; ,,
http://id.who.int/icd/entity/389125444,,Enteritis in enterotoxigenic Escherichia coli infection,"This refers to inflammation of the small intestine due to infection of bacteria, enterotoxigenic Escherichia coli (ETEC), strains of E. coli. The main hallmarks of this type of bacteria of are expression of one or more enterotoxins and presence of fimbriae used for attachment to host intestinal cells. Infection with ETEC is the leading cause of travellers' diarrhoea and a major cause of diarrheal disease in underdeveloped nations.",,,
http://id.who.int/icd/entity/862390848,,Colitis in enterotoxigenic Escherichia coli infection,"This refers to inflammation of the large intestine due to infection of bacteria, enterotoxigenic Escherichia coli (ETEC), strains of E. coli. The main hallmarks of this type of bacteria of are expression of one or more enterotoxins and presence of fimbriae used for attachment to host intestinal cells. Infection with ETEC is the leading cause of travellers' diarrhoea and a major cause of diarrheal disease in underdeveloped nations.",,,
http://id.who.int/icd/entity/1828273122,,Enteroinvasive Escherichia coli infection,"A condition of the gastrointestinal system, caused by an infection with the gram-negative bacteria Escherichia coli. This condition is characterised by acute and profuse diarrhoea (that may be haemorrhagic), fever, and abdominal cramps. Transmission is by the faecal-oral route from ingestion of contaminated food or water. Confirmation is by identification of enteroinvasive Escherichia coli (EIEC) in a faecal sample.",,,
http://id.who.int/icd/entity/987079843,,Enteritis in enteroinvasive Escherichia coli infection,"This refers to inflammation of the small intestine due to infection of bacteria, enteroinvasive Escherichia coli (EIEC), strains of E. coli. EIEC infection often causes profuse diarrhoea and high fever. EIEC are highly invasive, and they utilize adhesin proteins to bind to and enter intestinal cells.",,,
http://id.who.int/icd/entity/645396827,,Colitis in enteroinvasive Escherichia coli infection,"This refers to inflammation of the large intestine due to infection of bacteria, enteroinvasive Escherichia coli (EIEC), strains of E. coli. EIEC infection often causes profuse diarrhoea and high fever. EIEC are highly invasive, and they utilize adhesin proteins to bind to and enter colonic cells.",,,
http://id.who.int/icd/entity/162723448,,Enterohaemorrhagic Escherichia coli infection,,,,
http://id.who.int/icd/entity/931582784,,Enteritis in enterohaemorrhagic Escherichia coli infection,"This refers to inflammation of the small intestine due to infection of bacteria, enterohaemorrhagic Escherichia coli (EHEC), strains of E. coli, including Escherichia coli O157,H7. EHEC is a subset of pathogenic E. coli that can cause haemorrhagic diarrhoea in humans which occasionally progresses to haemolytic uremic syndrome (HUS).",,,
http://id.who.int/icd/entity/525060016,,Colitis in enterohaemorrhagic Escherichia coli infection,"This refers to inflammation of the large intestine due to infection of bacteria, enterohaemorrhagic Escherichia coli (EHEC), strains of E. coli, including Escherichia coli O157:H7. EHEC is a subset of pathogenic E. coli that can cause haemorrhagic diarrhoea in humans which occasionally progresses to haemolytic uremic syndrome (HUS).",,,
http://id.who.int/icd/entity/950749043,,Enteroaggregative Escherichia coli infection,,,,
http://id.who.int/icd/entity/374645015,,Bacterial colitis due to Escherichia coli,"This refers to inflammation of the large intestine due to a bacillus (Escherichia coli), a Gram-negative, rod-shaped bacterium that is commonly found in the human gastrointestinal tract and existing as numerous strains, some of which are responsible for diarrheal diseases.",,,
http://id.who.int/icd/entity/1301112226,,Bacterial enteritis due to Escherichia coli,"This refers to inflammation of the small intestine due to a bacillus (Escherichia coli), a Gram-negative, rod-shaped bacterium that is commonly found in the human gastrointestinal tract and existing as numerous strains, some of which are responsible for diarrheal diseases.",,,
http://id.who.int/icd/entity/250688797,,Intestinal infections due to Clostridioides difficile,"A disease of the colon, caused by an infection with toxigenic strains of the gram-positive bacteria Clostridioides difficile (formerly known as Clostridium difficile). This disease is characterised by colitis, diarrhoea, abdominal pain, and fever. Transmission is commonly by direct or indirect contact. A disturbance of the normal bacterial flora of the colon, e.g. due to antibiotic treatment, facilitates the development of an intestinal infection with Clostridioides difficile. Confirmation is by identification of Clostridioides difficile in a faecal sample.",; ; ; ; ; ; ; ; ; ; ,,
http://id.who.int/icd/entity/2114593305,,Pseudomembranous colitis,"Pseudomembranous colitis is infection of the large intestine (colon) with an overgrowth of Clostridioides difficile (formerly known as Clostridium difficile). The overgrowth of Clostridioides difficile bacteria may occur if one takes antibiotics due to a disturbance of the intestinal flora (antibiotic-associated diarrhoea). Pseudomembranous colitis specifically describes the formation of a membranous exudate in the colon, which occurs in approximately half of cases of C. difficile colitis. The illness is characterised by intractable diarrhoea, fever and abdominal pain, and in severe cases life-threatening complications can develop, such as toxic megacolon.",,,
http://id.who.int/icd/entity/1047622632,,Megacolon due to Clostridioides difficile,,,,
http://id.who.int/icd/entity/1000894786,,Intestinal infections due to Yersinia enterocolitica,"A disease of the intestinal tract, caused by an infection with the gram-negative bacteria Yersinia enterocolitica. This disease commonly presents with a fever, diarrhoea, or abdominal pain. This disease may also lead to a systemic infection. Transmission is by the faecal-oral route from the ingestion of contaminated food or water, or direct contact with infected individuals or animal. Confirmation is by identification of Yersinia enterocolitica in a faecal sample.",,,
http://id.who.int/icd/entity/1807415433,,Enteritis due to Yersinia enterocolitica,"This refers to inflammation of the small intestine due to infection of bacteria, Yersinia enterocolitica, a pleomorphic gram-negative bacillus that belongs to the family Enterobacteriaceae. As a human pathogen, Yersinia enterocolitica is most frequently associated with acute diarrhoea, terminal ileitis, mesenteric lymphadenitis, and pseudoappendicitis.",,,
http://id.who.int/icd/entity/433889502,,Postinfectious arthropathy in enteritis due to Yersinia enterocolitica,,,,
http://id.who.int/icd/entity/173749429,,Colitis due to Yersinia enterocolitica,"This refers to inflammation of the large intestine due to infection of bacteria, Yersinia enterocolitica, a pleomorphic gram-negative bacillus that belongs to the family Enterobacteriaceae. As a human pathogen.",,,
http://id.who.int/icd/entity/794462570,,Gastroenteritis due to Campylobacter,,,,
http://id.who.int/icd/entity/521644150,,Enteritis due to Campylobacter,"This refers to inflammation of the small intestine due to infection of bacteria, Campylobacter, a genus of spirally curved motile gram-negative rod-shaped bacteria of which some are pathogenic. This will cause acute enteric disease of variable severity characterised by diarrhoea (frequently with bloody stools), abdominal pain, malaise, fever, nausea and/or vomiting.",; ; ; ,,
http://id.who.int/icd/entity/886535028,,Colitis due to Campylobacter,"This refers to inflammation of the large intestine due to infection of bacteria, Campylobacter, a genus of spirally curved motile gram-negative rod-shaped bacteria of which some are pathogenic. This will cause acute enteric disease of variable severity characterised by diarrhoea (frequently with bloody stools), abdominal pain, malaise, fever, nausea and/or vomiting.",,,
http://id.who.int/icd/entity/1151962231,,Enteritis due to Enterobacter,"This refers to an inflammation of the small intestine, due to an infection with bacteria of the genus Enterobacter, a member of the family Enterobacteriaceae. Bacteria of the genus Enterobacter are common Gram-negative, facultatively anaerobic, rod-shaped bacteria.",,,
http://id.who.int/icd/entity/2143116824,,Abdominal actinomycosis,"This is a cervicofacial infectious bacterial disease caused by Actinomyces species such as Actinomyces israelii or A. gerencseriae. It can also be caused by Propionibacterium propionicus, and the condition is likely to be polymicrobial aerobic anaerobic infection.",; ; ,,
http://id.who.int/icd/entity/1411711614,,Enteritis due to Actinomyces,"This refers to inflammation of the small intestine, caused by an infectious bacterial disease caused by Actinomyces species such as Actinomyces israelii or Actinomyces gerencseriae.",,,
http://id.who.int/icd/entity/1246116465,,Colitis due to Actinomyces,,,,
http://id.who.int/icd/entity/1681048785,,Colitis due to methicillin resistant Staphylococcus aureus,"This is an inflammation of the large intestine caused by infection with any strain of Staphylococcus aureus that has developed, through the process of evolution, resistance to the vast majority of beta-lactam antibiotics, which include the penicillins (methicillin, dicloxacillin, nafcillin, oxacillin, etc.) and the vast majority of cephalosporins.",,,
http://id.who.int/icd/entity/1446711512,,Colitis due to Pseudomonas aeruginosa,This is an inflammation of the large intestine caused by infection with Pseudomonas aeruginosa.,,,
http://id.who.int/icd/entity/1776745893,,Colitis due to Klebsiella oxytoca,This is an inflammation of the large intestine caused by infection with Klebsiella oxytoca.,,,
http://id.who.int/icd/entity/1584782555,,Colonic spirochaetosis,This refers to a condition defined histologically by the presence of spirochetal microorganisms attached to the apical cell membrane of the colorectal epithelium.,,,
http://id.who.int/icd/entity/1989299962,,Secondary syphilitic proctocolitis,"This refers to a proctocolitis due to syphilis in the second of three stages, that is venereal disease caused by Treponema pallidum.",,,
http://id.who.int/icd/entity/2017284467,,Brachyspira colitis,"This is a disease in the colon caused by the bacterium Brachyspira pilosicoli, that is a member of the Spirochaeta family.",,,
http://id.who.int/icd/entity/974967764,,Listerial gastroenteritis,,,,
http://id.who.int/icd/entity/858691435,,Megacolon due to infectious colitis,,,,
http://id.who.int/icd/entity/1851734799,,Bacterial colitis,,,,
http://id.who.int/icd/entity/36782675,,Enteritis due to Pseudomonas aeruginosa,This refers to an inflammation of the small intestine due to an infection with Pseudomonas aeruginosa. It is most commonly caused by the ingestion of substances contaminated with pathogenic microorganisms.,,,
http://id.who.int/icd/entity/125643609,,Neonatal bacterial intestinal infection,,,,
http://id.who.int/icd/entity/1834648119,,Bacterial foodborne intoxications,Any condition caused by an intoxication due to a bacterial toxin. Intoxication is by ingestion of contaminated food.,; ; ; ; ; ; ; ,,; ; ; 
http://id.who.int/icd/entity/1642556936,,Foodborne staphylococcal intoxication,,; ; ; ,,
http://id.who.int/icd/entity/78422942,,Botulism,"A disease caused by an infection with the gram-positive bacteria Clostridium botulinum. This disease commonly presents with abdominal pain, vomiting, acute paralysis, blurred vision, diplopia, and may be fatal. Transmission is by ingestion of contaminated food, direct contact, or from accidental overdose. Confirmation is by identification of Clostridium botulinum in a faecal or food sample.",; ; ; ,,
http://id.who.int/icd/entity/2033726602,,Foodborne intoxication by botulinum toxin,,,,
http://id.who.int/icd/entity/1393712712,,Other forms of botulism,,,,
http://id.who.int/icd/entity/1881625139,,Inhalational botulism,"Inhalational botulism is a man-made form of botulism, a rare acquired neuromuscular junction disease with descending flaccid paralysis caused by botulinum neurotoxins (BoNTs). The disease results from accidental or intentional release of aerosolized BoNTs.",,,
http://id.who.int/icd/entity/230654666,,Iatrogenic botulism,"Iatrogenic botulism is the most recent man-made form of botulism, a rare acquired neuromuscular junction disease with descending flaccid paralysis caused by botulinum neurotoxins (BoNTs), and it may occur as an adverse event after therapeutic or cosmetic use.",,,
http://id.who.int/icd/entity/1674998448,,Wound botulism,"Wound botulism is a rare infectious form of botulism, a rare acquired neuromuscular junction disease with descending flaccid paralysis due to botulinum neurotoxins (BoNTs), produced after infection of wounds by Clostridium botulinum.",,,
http://id.who.int/icd/entity/1601222948,,Adult intestinal botulism,"Adult intestinal botulism is a very rare form of botulism, a rare acquired neuromuscular junction disease with descending flaccid paralysis caused by botulinum neurotoxins (BoNTs), and is due to intestinal colonization by Clostridium botulinum leading to toxin-mediated infection with toxaemia.",,,
http://id.who.int/icd/entity/2113104711,,Infant intestinal botulism,"Infant botulism is a rare form of botulism, a rare acquired neuromuscular junction disease with descending flaccid paralysis caused by botulinum neurotoxins (BoNTs). It is due to intestinal colonization by Clostridium botulinum leading to toxin-mediated infection with toxaemia.",; ,,
http://id.who.int/icd/entity/1373611689,,Toxin-mediated infectious botulism,"Infectious botulism is a form of botulism, a rare acquired paralysing neuromuscular junction disease, characterised by descending flaccid paralysis caused by botulinum neurotoxins (BoNTs) produced in vivo leading to toxin-mediated infection. Infectious botulism includes wound botulism and intestinal toxaemia botulism (infant botulism and adult intestinal botulism).",,,
http://id.who.int/icd/entity/1964734963,,Disorders of the neuromuscular junction in botulism,"Disorders of neuromuscular junction in botulism are rare diseases caused by exposure to the neurotoxins produced by the anaerobe Clostridium botulinum. The three toxin subtypes A, B and E all act by cleaving a coordinated assembly of proteins, such as syntaxin 1, SNAP 25 and synaptobrevin, that bring the vesicle and the plasma membranes into close apposition, in preparation for exocytosis. Their action prevents the close apposition of vesicles to the presynaptic membrane, leading to a failure of acetylcholine release.",,,; ; ; 
http://id.who.int/icd/entity/1879176035,,Foodborne Clostridium perfringens intoxication,,; ; ; ; ; ,; ,
http://id.who.int/icd/entity/898030024,,Foodborne Clostridium difficile intoxication,This refers to an intestinal disorder caused by eating foods contaminated with toxins produced by Clostridium difficile.,,,
http://id.who.int/icd/entity/1722068323,,Foodborne Bacillus cereus intoxication,,,,
http://id.who.int/icd/entity/1486499049,,Foodborne Vibrio vulnificus intoxication,,,,
http://id.who.int/icd/entity/30738976,,Viral intestinal infections,"Any condition of the intestines, caused by an infection with a viral source.",; ; ; ; ; ; ; ; ; ; ,,
http://id.who.int/icd/entity/749414717,,Enteritis due to Adenovirus,"A disease of the intestinal tract, caused by an infection with adenovirus. This disease is characterised by a fever, diarrhoea, or vomiting. Transmission is by the faecal-oral route.",,,
http://id.who.int/icd/entity/1185210745,,Gastroenteritis due to Astrovirus,,; ; ; ,,
http://id.who.int/icd/entity/840750347,,Gastroenteritis due to Rotavirus,"A disease of the gastrointestinal tract, caused by an infection with rotavirus. This disease is characterised by acute onset of vomiting, non-haemorrhagic diarrhoea, and abdominal pain. Transmission is by ingestion of contaminated food or water, direct contact, or through fomites. Confirmation is by identification of rotavirus.",; ,,
http://id.who.int/icd/entity/1330790208,,Enteritis due to Rotavirus,,,,
http://id.who.int/icd/entity/1465325727,,Enteritis due to Norovirus,"A disease of the gastrointestinal tract, caused by an infection with norovirus. This disease is characterised by acute onset of vomiting, non-haemorrhagic diarrhoea, and abdominal pain. Transmission is by ingestion of contaminated food or water, direct contact, or through fomites. Confirmation is by identification of norovirus.",; ; ; ; ; ; ; ; ; ,,
http://id.who.int/icd/entity/2107201116,,Herpes simplex virus duodenitis,"Duodenitis due to Herpes simplex virus, especially occurred in immunocompromised host.",,,
http://id.who.int/icd/entity/1519125035,,Intestinal infections due to Cytomegalovirus,"A condition of the intestinal tract, caused by an infection with cytomegalovirus. The condition is characterised by diarrhoea, fever, abdominal pain, or haematochezia. Transmission is by direct contact with infected body fluids.",,,
http://id.who.int/icd/entity/206289572,,Duodenitis due to Cytomegalovirus,"This is an inflammation of the lining of the duodenum caused by infection with a viral genus of the viral family Herpesviridae, cytomegalovirus.",,,
http://id.who.int/icd/entity/80975888,,Gastritis due to Cytomegalovirus,"This is an inflammation of the lining of the stomach caused by infection with a viral genus of the viral family Herpesviridae, cytomegalovirus.",,,
http://id.who.int/icd/entity/880458538,,Enteritis due to Cytomegalovirus,"This is an inflammation of the lining of the small intestine caused by infection with a viral genus of the viral family Herpesviridae, cytomegalovirus.",,,
http://id.who.int/icd/entity/1286072823,,Colitis due to Cytomegalovirus,"This is an inflammation of the lining of the large intestine caused by infection with a viral genus of the viral family Herpesviridae, cytomegalovirus.",,,
http://id.who.int/icd/entity/768771612,,Gastroenteritis due to Cytomegalovirus,,,,
http://id.who.int/icd/entity/386699845,,Human immunodeficiency virus disease enteritis,"This is an inflammation of small intestine associated with infection with human immunodeficiency virus (HIV). In diarrhoea, a major complication of human immunodeficiency virus (HIV) disease, the etiology of which is often obscure.",,,
http://id.who.int/icd/entity/1016927100,,Enteroviral gastritis,"This is an inflammation of the lining of the stomach from a genus of positive-sense single-stranded RNA viruses, enteroviruses.",,,
http://id.who.int/icd/entity/1142254576,,Viral colitis,"Viral colitis is inflammation of the large intestine due to infection by viruses. This includes infection with cytomegalovirus, herpes simplex virus, human papilloma virus and other viral infections in the large intestine.",,,
http://id.who.int/icd/entity/330283195,,Gastroenteritis due to Calicivirus,,,,
http://id.who.int/icd/entity/58775965,,Enteritis due to Enterovirus,,,,
http://id.who.int/icd/entity/740678563,,Enteritis due to Calicivirus,A viral infectious disease of the small bowel that results in secretory diarrhoea.,,,
